,Marital status,Application mode,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
623,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Elementary School,Skilled Industry,"Personal Services, Security & Safety Workers",yes,no,no,yes,female,yes,18,no,0,8,8,8,13.73125,0,0,8,8,8,13.73125,0,9.4,-0.8,-3.12,Graduate
624,single,2nd phase,communication design,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,yes,23,no,0,6,6,6,13.333333333333334,0,0,6,8,3,12.666666666666666,0,11.1,0.6,2.02,Dropout
625,single,1st phase -- general contingent,basic education,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Machine Operators & Assembly Workers,yes,no,no,yes,female,no,21,no,0,6,8,5,12.0,0,0,6,9,5,10.8,0,12.7,3.7,-1.7,Dropout
626,single,Technological specialization diploma holders,social service (evening),evening,Technical Course,General commerce course,Middle School,Skilled Farmers,Skilled Farmers,yes,no,no,yes,female,no,23,no,5,9,10,9,10.88888888888889,0,3,8,10,6,11.333333333333334,0,11.1,0.6,2.02,Graduate
627,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Skilled Industry,yes,no,no,yes,female,no,19,no,0,7,8,7,13.025,0,0,8,9,8,13.811111111111112,0,13.9,-0.3,0.79,Graduate
628,single,2nd phase,journalism and communication,daytime,Finished High School,Finished High School,Middle School,"Personal Services, Security & Safety Workers",Skilled Farmers,yes,no,no,yes,female,no,18,no,0,6,6,6,13.0,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,Graduate
629,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,yes,no,yes,female,no,19,no,0,6,10,5,11.8,0,0,6,10,5,12.0,0,10.8,1.4,1.74,Graduate
630,single,Over 23 years old,nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,yes,25,no,0,8,8,7,12.042857142857144,0,0,8,8,7,12.042857142857144,0,12.7,3.7,-1.7,Graduate
631,single,1st phase -- general contingent,basic education,daytime,Finished High School,Finished High School,Middle School,Adminstrative Staff,Unskilled Workers,yes,no,no,yes,female,no,19,no,0,6,9,5,12.2,0,0,6,10,4,13.0,0,9.4,-0.8,-3.12,Enrolled
632,single,1st phase -- general contingent,nursing,daytime,Finished High School,Finished High School,Some High School,"Personal Services, Security & Safety Workers",Skilled Industry,no,no,no,yes,female,yes,19,no,0,7,8,7,12.8375,0,0,8,8,8,15.5,0,13.9,-0.3,0.79,Graduate
633,single,Over 23 years old,oral hygiene,daytime,Finished High School,General commerce course,Middle School,Other Adminstrative Support Staff,Unskilled Wokers in Mining,no,no,yes,yes,female,yes,24,no,0,7,13,7,11.0,0,0,8,13,7,11.7,0,12.7,3.7,-1.7,Graduate
634,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Skilled Industry,yes,no,no,yes,female,yes,18,no,0,6,7,6,13.5,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Graduate
635,single,2nd phase,social service,daytime,Finished High School,General commerce course,Elementary School,Skilled Industry,"Personal Services, Security & Safety Workers",yes,no,no,yes,female,yes,19,no,0,6,8,6,12.125,0,0,6,7,6,12.714285714285714,0,16.2,0.3,-0.92,Graduate
636,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,yes,18,no,0,8,12,7,12.62857142857143,0,0,8,12,7,12.62857142857143,0,12.7,3.7,-1.7,Graduate
637,single,Over 23 years old,management (evening),evening,Finished High School,General commerce course,Finished High School,Unskilled Workers,Adminstrative Staff,no,no,no,yes,female,no,27,no,0,5,9,3,10.666666666666666,0,0,5,7,4,11.4,0,10.8,1.4,1.74,Enrolled
638,single,2nd phase,social service,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,"Personal Services, Security & Safety Workers",no,no,no,yes,female,no,19,no,0,6,11,5,11.2,0,0,6,13,5,11.6,0,15.5,2.8,-4.06,Graduate
639,single,3rd phase,journalism and communication,daytime,Finished High School,Finished High School,Finished High School,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,no,no,no,yes,female,yes,18,no,0,6,6,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,12.7,3.7,-1.7,Dropout
640,married,Over 23 years old,advertising and marketing management,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Student,no,no,yes,no,female,no,34,no,0,6,7,4,13.5,0,0,6,6,0,0.0,6,12.7,3.7,-1.7,Dropout
641,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,18,no,0,5,9,3,11.666666666666666,0,0,5,15,2,11.0,0,7.6,2.6,0.32,Enrolled
642,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Middle School,Adminstrative Staff,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,5,8,2,10.5,0,0,5,7,3,12.333333333333334,0,7.6,2.6,0.32,Enrolled
643,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Middle School,Skilled Industry,Skilled Industry,yes,no,no,yes,female,no,18,no,0,8,8,8,14.26875,0,0,8,8,8,14.26875,0,9.4,-0.8,-3.12,Enrolled
644,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,General commerce course,Middle School,Skilled Industry,Skilled Industry,yes,no,yes,no,female,no,20,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
645,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,yes,19,no,0,5,8,2,10.5,0,0,5,11,3,13.333333333333334,0,7.6,2.6,0.32,Enrolled
646,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Finished High School,Intermediate Level Technicians & Professions,"Personal Services, Security & Safety Workers",no,no,no,yes,female,no,21,no,0,6,11,5,11.2,0,0,6,15,1,10.0,0,7.6,2.6,0.32,Enrolled
647,married,Over 23 years old,management (evening),evening,Other Degree,General commerce course,Some High School,Unskilled Workers,Skilled Industry,no,no,no,yes,female,no,26,no,0,5,5,5,12.0,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,Graduate
648,single,Change in course,oral hygiene,daytime,Finished High School,Finished High School,Some High School,Adminstrative Staff,Intermediate Level Technicians & Professions,no,no,no,yes,female,no,27,no,0,7,9,7,12.228571428571428,0,1,8,10,8,13.2125,0,10.8,1.4,1.74,Graduate
649,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,Finished High School,Middle School,"Personal Services, Security & Safety Workers",Executive Managers,yes,no,no,yes,female,no,20,no,0,5,6,4,11.5,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate
650,single,2nd phase,social service,daytime,Finished High School,General commerce course,Finished High School,"Personal Services, Security & Safety Workers",Student,yes,no,no,yes,female,no,18,no,0,6,8,6,15.375,0,0,6,7,6,16.428571428571427,0,16.2,0.3,-0.92,Graduate
651,single,Short cycle diploma holders,vetinary nursing,daytime,Technical Course,Finished High School,Finished High School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,no,no,female,no,23,no,7,12,19,9,13.666666666666666,0,4,9,15,6,13.5,0,8.9,1.4,3.51,Enrolled
652,single,Over 23 years old,nursing,daytime,Some High School,Finished High School,Postgraduate Degree,Adminstrative Staff,Intermediate Level Technicians & Professions,no,no,no,yes,female,no,24,no,0,8,11,7,12.614285714285714,0,0,8,11,7,12.614285714285714,0,12.7,3.7,-1.7,Graduate
653,single,Technological specialization diploma holders,social service,daytime,Technical Course,General commerce course,Middle School,Skilled Farmers,Unskilled Workers,yes,no,no,yes,female,yes,19,no,3,6,7,5,12.2,0,2,6,6,6,11.5,0,13.9,-0.3,0.79,Graduate
654,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,General commerce course,Middle School,Intermediate Level Technicians & Professions,"Personal Services, Security & Safety Workers",no,no,no,yes,female,no,19,no,0,6,13,4,11.75,0,0,6,10,4,11.0,0,10.8,1.4,1.74,Graduate
655,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Skilled Farmers,yes,no,yes,yes,female,yes,19,no,0,6,9,5,11.4,0,0,6,9,3,10.0,0,8.9,1.4,3.51,Enrolled
656,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Some High School,"Personal Services, Security & Safety Workers",Armed Forces,no,no,yes,yes,female,no,18,no,0,6,10,5,10.6,0,0,6,14,2,10.0,0,7.6,2.6,0.32,Enrolled
657,single,Change in institution/course,social service (evening),evening,Finished High School,Finished High School,Middle School,"Personal Services, Security & Safety Workers",Skilled Industry,no,no,no,yes,female,no,22,no,14,16,16,13,10.923076923076923,0,13,13,13,11,11.454545454545457,0,16.2,0.3,-0.92,Graduate
658,single,Change in course,communication design,daytime,Finished High School,Finished High School,Some High School,"Personal Services, Security & Safety Workers",Armed Forces,no,no,no,yes,female,no,20,no,0,6,6,5,12.4,0,0,6,9,5,12.4,0,12.7,3.7,-1.7,Graduate
659,single,Over 23 years old,argonomy,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,25,no,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
660,single,Technological specialization diploma holders,argonomy,daytime,Technical Course,Finished High School,Other Degree,Adminstrative Staff,Science & Intellectual Specialists,no,no,no,yes,female,no,21,no,0,6,6,6,15.833333333333334,0,0,6,8,6,15.5,0,15.5,2.8,-4.06,Graduate
661,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Some High School,Personal care workers,Unskilled Wokers in Mining,yes,no,no,yes,female,no,19,no,0,7,12,5,11.8,0,0,7,9,6,11.708333333333334,0,11.1,0.6,2.02,Enrolled
662,single,2nd phase,journalism and communication,daytime,Finished High School,Finished High School,Some High School,Adminstrative Staff,Executive Managers,yes,no,no,yes,female,no,18,no,0,6,7,6,12.571428571428571,0,0,6,6,6,13.666666666666666,0,13.9,-0.3,0.79,Graduate
663,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,General commerce course,Elementary School,Student,Student,yes,no,no,yes,female,no,18,no,0,5,7,3,12.0,0,0,5,7,4,13.25,1,7.6,2.6,0.32,Graduate
664,single,2nd phase,nursing,daytime,Finished High School,Other Degree,Other Degree,Unskilled Workers,Skilled Industry,yes,no,no,yes,male,no,19,no,0,7,8,7,13.3625,0,0,8,9,8,14.444444444444445,0,13.9,-0.3,0.79,Graduate
665,single,1st phase -- general contingent,vetinary nursing,daytime,Finished High School,Other Degree,Other Degree,Skilled Farmers,Skilled Farmers,yes,no,no,yes,female,yes,19,yes,0,5,6,5,15.4,0,0,5,5,5,16.0,0,10.8,1.4,1.74,Graduate
666,single,2nd phase,journalism and communication,daytime,Finished High School,General commerce course,Middle School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,yes,no,female,no,18,no,0,6,9,5,12.2,0,0,6,9,4,11.75,0,10.8,1.4,1.74,Dropout
667,single,Change in institution/course,social service,daytime,Technical Course,General commerce course,Middle School,"Personal Services, Security & Safety Workers",Skilled Industry,yes,no,no,yes,female,yes,20,no,6,11,11,11,12.818181818181818,0,6,11,11,11,13.545454545454543,0,12.4,0.5,1.79,Graduate
668,single,2nd phase,nursing,daytime,Finished High School,Finished High School,Some High School,Adminstrative Staff,Machine Operators & Assembly Workers,yes,no,no,yes,female,no,19,no,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
669,single,Transfer,nursing,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers",Skilled Industry,yes,no,no,yes,female,no,28,no,12,17,21,17,13.394736842105264,0,11,17,19,17,13.554736842105264,0,16.2,0.3,-0.92,Graduate
670,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Finished High School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,yes,20,no,0,6,8,6,14.25,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,Graduate
671,single,Transfer,social service (evening),evening,Finished High School,General commerce course,Middle School,Other Situation,Skilled Industry,yes,no,no,yes,female,no,30,no,9,11,19,9,13.444444444444445,1,5,7,7,7,14.714285714285714,0,7.6,2.6,0.32,Dropout
672,single,1st phase -- general contingent,nursing,daytime,Finished High School,Finished High School,Some High School,Unskilled Workers,Skilled Industry,yes,no,no,yes,female,yes,19,no,0,7,8,7,12.285714285714286,0,0,8,10,8,11.7375,0,12.4,0.5,1.79,Graduate
673,single,1st phase -- general contingent,communication design,daytime,Finished High School,General commerce course,Some High School,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,22,no,0,6,7,6,11.666666666666666,0,0,6,7,5,13.2,0,12.7,3.7,-1.7,Graduate
674,single,1st phase -- general contingent,tourism,daytime,Finished High School,General commerce course,Middle School,"Personal Services, Security & Safety Workers",Machine Operators & Assembly Workers,yes,no,no,yes,female,no,18,no,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
675,single,2nd phase,basic education,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,23,no,0,6,11,2,10.0,0,0,6,15,2,11.0,0,7.6,2.6,0.32,Dropout
676,single,2nd phase,communication design,daytime,Finished High School,Finished High School,Some High School,"Personal Services, Security & Safety Workers",Skilled Industry,yes,no,no,yes,female,no,18,no,0,6,6,6,14.0,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate
677,single,1st phase -- general contingent,basic education,daytime,Finished High School,General commerce course,Some High School,Skilled Industry,Skilled Industry,yes,no,no,yes,female,no,18,no,0,6,9,5,11.833333333333334,0,0,6,6,4,12.0,0,15.5,2.8,-4.06,Enrolled
678,married,Over 23 years old,journalism and communication,daytime,Some High School,General commerce course,Elementary School,Student,Student,no,no,yes,no,male,no,50,no,0,6,7,1,15.0,0,0,5,12,0,0.0,0,10.8,1.4,1.74,Dropout
679,single,1st phase -- general contingent,animation and multimedia design,daytime,Finished High School,Other Degree,Other Degree,Science & Intellectual Specialists,"Personal Services, Security & Safety Workers",yes,no,no,yes,female,yes,19,yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
680,single,2nd phase,tourism,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,22,yes,0,6,7,6,10.833333333333334,0,0,6,6,6,10.666666666666666,0,13.9,-0.3,0.79,Graduate
681,single,Technological specialization diploma holders,social service,daytime,Technical Course,Finished High School,Finished High School,Adminstrative Staff,Skilled Farmers,no,no,yes,yes,female,yes,23,yes,3,6,7,6,13.142857142857142,0,2,6,6,6,14.0,0,12.4,0.5,1.79,Graduate
682,single,3rd phase,vetinary nursing,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,"Personal Services, Security & Safety Workers",no,no,yes,no,female,yes,20,no,2,5,8,5,14.4,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Dropout
683,divorced,Over 23 years old,social service,daytime,Some High School,General commerce course,Elementary School,Unskilled Workers,Armed Forces,no,no,no,no,female,no,44,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
684,divorced,Over 23 years old,argonomy,daytime,Some High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,no,49,no,6,12,17,7,12.0,0,3,12,19,9,11.22222222222222,0,15.5,2.8,-4.06,Graduate
685,married,Change in course,management (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,no,46,no,6,10,13,9,12.2,0,4,10,12,10,12.8,0,7.6,2.6,0.32,Graduate
686,single,Over 23 years old,vetinary nursing,daytime,Technical Course,General commerce course,Elementary School,Executive Managers,Unskilled Workers,yes,no,no,no,male,no,41,no,3,3,3,3,12.333333333333334,0,2,2,2,2,11.0,0,12.4,0.5,1.79,Dropout
687,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Machine Operators & Assembly Workers,yes,no,no,yes,male,no,18,no,0,7,8,7,11.8375,0,0,8,9,8,12.48125,0,13.9,-0.3,0.79,Graduate
